concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201002260,Recipe,魔芋蛋糕,魔芋蛋糕 (Recipe),魔芋蛋糕,[],甜品,4.0,,5分钟,25分钟,1份（9.25 × 5 × 1 英寸）,"低热量,无麸质,适合减脂人群,使用无热量甜味剂,蛋白打发需无油无蛋黄,翻拌手法参考《小岛老师的蛋糕教室》",dishes/dessert/魔芋蛋糕/魔芋蛋糕.md,,,,,,,,
201002261,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,3,个,True,,,,,
201002262,Ingredient,赤藓糖醇,赤藓糖醇 (Ingredient),赤藓糖醇,[],调料,,,,,,,,50,g,False,,,,,
201002263,Ingredient,可可粉,可可粉 (Ingredient),可可粉,[],其他,,,,,,,,10,g,True,,,,,
201002264,Ingredient,魔芋粉,魔芋粉 (Ingredient),魔芋粉,[],淀粉类,,,,,,,,10,g,True,,,,,
201002265,Ingredient,塔塔粉,塔塔粉 (Ingredient),塔塔粉,[],调料,,,,,,,,1,g,False,,,,,
201002266,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,在准备蛋糕糊之前，预热烤箱至350℉（150℃）。,1.0,预热,烤箱,
201002267,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,从冰箱取出新鲜鸡蛋，准备两个干燥容器分别盛放蛋清与蛋黄。确保盛放蛋清的容器无油（可有水珠），盛放蛋黄的容器无水珠。手工或使用分蛋器分离蛋清与蛋黄，注意蛋黄不能破碎，蛋清中不能混入任何蛋黄。,2.0,"分离,准备","分蛋器,容器",
201002268,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,在蛋清中加入1g塔塔粉，用电动打蛋器高速打发至粗大气泡状态，加入50g赤藓糖醇，转中低速继续打发至干性发泡（提起打蛋器有短小直立尖角，倒扣容器蛋白不掉落）。打发时打蛋器应贴近容器底部以确保均匀。,3.0,打发,"电动打蛋器,容器",
201002269,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将蛋黄加入打发好的蛋白中，用电动打蛋器中低速搅拌均匀。随后加入10g可可粉和10g魔芋粉，先用餐刀翻拌（防止粉末飞溅），翻拌手法为：右手持刮刀从盆中心插入底部，向8点钟方向刮至盆壁，舀起面糊提至空中再放回中心；左手同步将盆从9点转至7点（60度），每秒约2次循环。翻拌完成后，用打蛋器低速搅拌均匀。,4.0,"翻拌,搅拌","餐刀,电动打蛋器,搅拌盆",
201002270,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,在金属蛋糕模具内铺好烘焙纸，倒入蛋糕糊，用餐刀抹平表面，轻震几下排出大气泡。,5.0,"铺纸,抹平,震荡","金属蛋糕模具,烘焙纸,餐刀",
201002271,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将蛋糕放入预热好的烤箱烘烤25分钟。,6.0,烤,"烤箱,隔热手套",25分钟
201002272,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,烤好后戴隔热手套取出蛋糕。可选：将模具从高处落下震出热气。然后倒扣模具冷却10分钟（避免未冷却脱模损伤蛋糕）。最后脱模并用餐刀切块食用。,7.0,"冷却,脱模,切","隔热手套,餐刀",10分钟
201002273,Recipe,玛格丽特饼干,玛格丽特饼干 (Recipe),玛格丽特饼干,[],甜品,3.0,,15分钟,20分钟,1,"可替换玉米淀粉为可可粉或抹茶粉,建议过筛蛋黄和面粉提升口感,可用糖粉替代白砂糖,可用空气炸锅或微波炉代替烤箱",dishes/dessert/玛格丽特饼干/玛格丽特饼干.md,,,,,,,,
201002274,Ingredient,熟蛋黄,熟蛋黄 (Ingredient),熟蛋黄,[],蛋白质,,,,,,,,1,个,True,,,,,
201002275,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,50,克,True,,,,,
201002276,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,20,克,False,,,,,
201002277,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,克,False,,,,,
201002278,Ingredient,低筋面粉,低筋面粉 (Ingredient),低筋面粉,[],淀粉类,,,,,,,,50,克,True,,,,,
201002279,Ingredient,玉米淀粉,玉米淀粉 (Ingredient),玉米淀粉,[],淀粉类,,,,,,,,50,克,True,,,,,
201002280,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,黄油隔热水融化、将蛋黄磨碎备用。,1.0,"融化,碾碎","锅,筛网或研磨工具",5分钟
201002281,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,在融化的黄油中添加糖、盐、以及碾碎的鸡蛋黄，搅拌均匀。,2.0,搅拌,"盆,搅拌勺",2分钟
201002282,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入低筋面粉与玉米淀粉，揉成面团。,3.0,揉,"盆,手",3分钟
201002283,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将面团均匀分割成大约8克重的小面团，然后将它们搓成球状。,4.0,"分割,搓","电子秤,手",5分钟
201002284,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,使用大拇指轻压在每个小面团上，以形成裂纹。,5.0,压,手,2分钟
201002285,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,预热烤箱至150℃，将小面团放入烤箱中，烘烤20分钟。,6.0,烤,"烤箱,烤盘",20分钟
201002286,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,微微放凉即可食用。,7.0,冷却,,5分钟
201002287,Recipe,雪花酥,雪花酥 (Recipe),雪花酥,[],甜品,3.0,,10分钟,20分钟,1份,棉花糖加热时间越长，最后成品越硬,dishes/dessert/雪花酥/雪花酥.md,,,,,,,,
201002288,Ingredient,无盐黄油,无盐黄油 (Ingredient),无盐黄油,[],其他,,,,,,,,20,g,False,,,,,
201002289,Ingredient,棉花糖,棉花糖 (Ingredient),棉花糖,[],其他,,,,,,,,75,g,True,,,,,
201002290,Ingredient,全脂奶粉,全脂奶粉 (Ingredient),全脂奶粉,[],其他,,,,,,,,40,g,True,,,,,
201002291,Ingredient,混合坚果,混合坚果 (Ingredient),混合坚果,[],蛋白质,,,,,,,,60,g,True,,,,,
201002292,Ingredient,饼干,饼干 (Ingredient),饼干,[],淀粉类,,,,,,,,75,g,True,,,,,
201002293,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,饼干超过一元硬币大小先切成小块,1.0,切,刀,
201002294,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,无盐黄油加入锅中，小火加热至无盐黄油完全融化,2.0,"加热,融化",不粘平底锅,
201002295,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,棉花糖加入锅中，使用刮刀搅拌，直至棉花糖融化并与无盐黄油均匀融合,3.0,"搅拌,融化","不粘平底锅,烘焙刮刀",
201002296,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,20g 奶粉加入锅中，使用刮刀搅拌，奶粉与黄油棉花糖混合物搅拌均匀后立即关火,4.0,搅拌,"不粘平底锅,烘焙刮刀",
201002297,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,准备好的所有混合坚果与饼干趁热加入锅中，使用刮刀搅拌,5.0,搅拌,"不粘平底锅,烘焙刮刀",
201002298,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,搅拌到温度下降到手可以接触的温度后，戴上一次塑料手套，在锅中搓揉或者双手拿起拉扯，让饼干混合坚果与棉花糖黄油奶粉混合物分散均匀。,6.0,"搓揉,拉扯",一次性塑料手套,
201002299,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将上述步骤混合物压入模具中，边角压实，擀面杖擀平，未满的一边用手尽量压成直边,7.0,"压,擀","雪花酥/牛轧糖模具,擀面杖,手",
201002300,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,室温放凉，完全冷却后脱模，按照模具纹路切块，或切成自己喜欢的大小，撒上剩余奶粉，尽量使雪花酥每面都沾上奶粉,8.0,"冷却,切,撒","刀,模具",
201002301,Recipe,戚风蛋糕,戚风蛋糕 (Recipe),戚风蛋糕,[],甜品,5.0,,30-40分钟,30-50分钟,6寸或8寸蛋糕（约6-8人份）,"蛋白打发需无油无蛋黄,翻拌防消泡,变温烘烤,模具不可用不沾型,蛋清可稍有水珠但不可有油,新鲜鸡蛋建议回温后再打发,糖分三次加入助稳定气泡",dishes/dessert/戚风蛋糕/戚风蛋糕.md,,,,,,,,
201002302,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,3,个,True,,,,,
201002303,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,50,克,False,,,,,
201002304,Ingredient,食用油,食用油 (Ingredient),食用油,[],其他,,,,,,,,25,克,True,,,,,
201002305,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],其他,,,,,,,,30,克,True,,,,,
201002306,Ingredient,低筋面粉,低筋面粉 (Ingredient),低筋面粉,[],淀粉类,,,,,,,,50,克,True,,,,,
201002307,Ingredient,柠檬汁或白醋,柠檬汁或白醋 (Ingredient),柠檬汁或白醋,[],调料,,,,,,,,适量,,False,,,,,
201002308,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,从冰箱取出新鲜鸡蛋，准备两个干燥容器分别盛放蛋清与蛋黄。确保蛋清容器无油（可有水珠），蛋黄容器无水。分离蛋清与蛋黄，注意蛋黄不能破碎，蛋清中不能混入蛋黄。,1.0,分离,"容器,分蛋器",5-10分钟
201002309,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,在新碗中加入全部食用油，再加入低筋面粉，用刮刀搅拌。随后加入蛋黄、牛奶和1/4的白糖，继续用Z字形手法搅拌至均匀无干粉。,2.0,搅拌,"碗,刮刀",5分钟
201002310,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将剩余3/4白糖分成三份。在蛋清中加入柠檬汁或白醋（可选）。先中速打发至粗泡，加第一份糖；高速打发至细腻泡沫，加第二份糖；继续高速打发至湿性发泡（弯钩状），加第三份糖；最后中低速打发至干性发泡（直立尖角，倒扣不掉落）。,3.0,打发,"打蛋器,容器",8-12分钟
201002311,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,取1/3蛋白霜加入蛋黄糊中，用翻拌手法混合均匀（从底部向上翻，配合盆旋转）。再将混合物倒入剩余蛋白霜中，继续翻拌均匀。倒入模具后轻震几下排出大气泡。,4.0,"翻拌,混合","刮刀,模具",5分钟
201002312,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,烤箱预热至上管150℃、下管160℃约10分钟。将模具放入烤箱下层。6寸蛋糕烘烤30-35分钟，8寸50分钟。采用变温烘烤：前3/5时间用150/160℃，后2/5时间调至上管160℃、下管170℃。,5.0,烤,"烤箱,模具",30-50分钟
201002313,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,出炉后可从高处轻摔模具震出热气。倒扣模具冷却10分钟后再脱模，避免蛋糕塌陷。,6.0,"冷却,脱模","模具,毛巾",10分钟以上
201002314,Recipe,虎皮肘子,虎皮肘子 (Recipe),虎皮肘子,[],荤菜,5.0,,约70分钟（含解冻1小时、预处理和去腥）,约65分钟（油炸20分钟 + 炖煮40分钟 + 收汁约5分钟）,1,Bilibili老饭骨的视频教程,dishes/meat_dish/虎皮肘子.md,,,,,,,,
201002315,Ingredient,猪前肘,猪前肘 (Ingredient),猪前肘,[],蛋白质,,,,,,,,1,个,True,,,,,
201002316,Ingredient,食用植物油,食用植物油 (Ingredient),食用植物油,[],其他,,,,,,,,1,桶,False,,,,,
201002317,Ingredient,冰糖,冰糖 (Ingredient),冰糖,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,桶,False,,,,,
201002318,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1-2,茶匙,False,,,,,
201002319,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1,茶匙,False,,,,,
201002320,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1,汤匙,False,,,,,
201002321,Ingredient,白醋,白醋 (Ingredient),白醋,[],调料,,,,,,,,1,汤匙,False,,,,,
201002322,Ingredient,香叶,香叶 (Ingredient),香叶,[],调料,,,,,,,,3,片,False,,,,,
201002323,Ingredient,肉桂皮,肉桂皮 (Ingredient),肉桂皮,[],调料,,,,,,,,2-3,克,False,,,,,
201002324,Ingredient,豆蔻,豆蔻 (Ingredient),豆蔻,[],调料,,,,,,,,3,个,False,,,,,
201002325,Ingredient,花椒,花椒 (Ingredient),花椒,[],调料,,,,,,,,8-12,个,False,,,,,
201002326,Ingredient,大料,大料 (Ingredient),大料,[],调料,,,,,,,,2-4,个,False,,,,,
201002327,Ingredient,淀粉,淀粉 (Ingredient),淀粉,[],淀粉类,,,,,,,,1,汤匙,False,,,,,
201002328,Ingredient,葱,葱 (Ingredient),葱,[],蔬菜,,,,,,,,2,棵,False,,,,,
201002329,Ingredient,姜,姜 (Ingredient),姜,[],蔬菜,,,,,,,,6,克,False,,,,,
201002330,Ingredient,蒜,蒜 (Ingredient),蒜,[],蔬菜,,,,,,,,6,粒,False,,,,,
201002331,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,适量,,False,,,,,
201002332,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,汤匙,False,,,,,
201002333,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,猪肘解冻后水泡1小时去除血水。,1.0,浸泡,盆,1小时
201002334,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,使用火焰喷枪灼烧猪肘皮表面至棕黑色以去除猪毛，破坏汗腺；如无喷枪，则用烧热铁锅烫猪肘皮至棕色。,2.0,"灼烧,烫","火焰喷枪,铁锅,锅铲,筷子",约10-15分钟
201002335,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,用清洁球在水中刷洗猪肘，去除表面烧焦部分，使其恢复原状。,3.0,清洗,"清洁球,盆",5分钟
201002336,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将猪肘放入铁锅中，加冷水浸没3/4以上，加入葱白（1棵分3段）、拍扁蒜（3粒）、姜（3克）和料酒（2汤匙），烧开后煮5分钟去腥，捞出猪肘并保留肉汤。,4.0,"焯水,去腥","铁锅,刀",约15分钟（含烧开和煮5分钟）
201002337,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,向锅中加入冷油（能浸没猪肘3/5以上），加热至五成油温后转小火，放入猪肘油炸约20分钟，期间不断淋油并翻面，直至猪肘皮呈浅棕色、瘦肉微焦。,5.0,油炸,"锅铲,耐高温厨具,铁锅",20分钟
201002338,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,炒制200ml糖色备用。,6.0,炒糖色,炒锅,约5-10分钟
201002339,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将猪肘放入高压锅，加入所有肉汤、糖色及香料（香叶、肉桂皮、豆蔻、花椒、大料）、老抽、生抽、白醋、额外冰糖（可选），再加入葱白（1棵分3段）、拍扁蒜（3粒）、姜（3克），盖盖加压炖煮40分钟。,7.0,炖,高压锅,40分钟
201002340,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,炖煮期间调制水淀粉（1汤匙淀粉+100ml水）。炖好后捞出猪肘，滤掉配料，将肉汤倒入铁锅大火收汁。当汤量少于一半时，分两次加入水淀粉，每次沸腾后再加下一次，最后煮1-2分钟至红棕色粘稠状。,8.0,"收汁,勾芡","铁锅,碗,汤匙",约5-10分钟
201002341,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,将收好的汤汁均匀淋在猪肘上，即可上桌。,9.0,淋汁,"汤匙,盘子",2分钟
201002342,Recipe,可乐鸡翅,可乐鸡翅 (Recipe),可乐鸡翅,[],荤菜,3.0,,10分钟,20-25分钟,1盘,"加入生姜爆香的同时能防止鸡翅粘锅,最后收汁时勿开过大火，防止味道偏苦,本菜品偏甜",dishes/meat_dish/可乐鸡翅.md,,,,,,,,
201002343,Ingredient,鸡翅中,鸡翅中 (Ingredient),鸡翅中,[],蛋白质,,,,,,,,12,只,True,,,,,
201002344,Ingredient,可乐,可乐 (Ingredient),可乐,[],其他,,,,,,,,500,ml,False,,,,,
201002345,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,克,False,,,,,
201002346,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,克,False,,,,,
201002347,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,克,False,,,,,
201002348,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2,克,False,,,,,
201002349,Ingredient,生姜,生姜 (Ingredient),生姜,[],蔬菜,,,,,,,,2,片,False,,,,,
201002350,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,20,毫升,False,,,,,
201002351,Ingredient,小葱,小葱 (Ingredient),小葱,"[{'term': '香葱', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '细葱', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,1,结,False,,,,,
201002352,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鸡翅入锅，倒入冷水淹没。放生姜1片和料酒10～20毫升。大火煮开（大约2分钟）后，撇去浮沫，沥出水分。这一步针对冰鲜鸡翅，刚买来的鸡翅直接改刀用生抽进行腌制即可。,1.0,"煮,焯水",锅,2分钟
201002353,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,捞出鸡翅，可用刀将两边各划上两口改刀。生抽约10克腌制鸡翅10分钟（生抽能完全包裹鸡翅表面入味就行）。,2.0,"切,腌制","刀,盆",10分钟
201002354,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅重新小火起油，先将剩余姜片爆香，然后下入腌好的鸡翅。将鸡翅煎至金黄翻面（直到两面金黄），用炒菜勺子翻动一下鸡翅，与姜片一起翻炒4～5下（目的是防止鸡翅和姜片粘黏）。,3.0,"煎,炒","炒锅,锅铲",5-7分钟
201002355,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,鸡翅金黄，倒入可乐没过鸡翅，开大火将锅中可乐煮沸，然后撇去漂浮的黑色浮沫（包含血水）。此时加入葱结。,4.0,煮,炒锅,3-5分钟
201002356,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,调味：加入食用盐2克，白糖10克，生抽3克调味（可以适当用老抽调底色，3克）。,5.0,调味,,1分钟
201002357,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,等到葱结变黄，和姜片一起捞出，转中火继续慢煮可乐鸡翅。,6.0,炖,炒锅,5-8分钟
201002358,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,等到可乐呈现挂丝状态，关小火让汁牢牢挂在鸡翅上。出锅，装盘。,7.0,收汁,炒锅,2-3分钟
201002359,Recipe,洋葱炒猪肉,洋葱炒猪肉 (Recipe),洋葱炒猪肉,[],荤菜,3.0,,5分钟,10分钟,1,猪肉可选猪肩肉片或是切好的肉丝看个人喜好,dishes/meat_dish/洋葱炒猪肉.md,,,,,,,,
201002360,Ingredient,洋葱,洋葱 (Ingredient),洋葱,[],蔬菜,,,,,,,,1,颗,True,,,,,
201002361,Ingredient,猪肉,猪肉 (Ingredient),猪肉,[],蛋白质,,,,,,,,250,g,True,,,,,
201002362,Ingredient,蒜头,蒜头 (Ingredient),蒜头,[],蔬菜,,,,,,,,3,瓣,False,,,,,
201002363,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,15,ml,False,,,,,
201002364,Ingredient,黑胡椒,黑胡椒 (Ingredient),黑胡椒,[],调料,,,,,,,,1.25,g,False,,,,,
201002365,Ingredient,酱油,酱油 (Ingredient),酱油,[],调料,,,,,,,,30,ml,False,,,,,
201002366,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,15,g,False,,,,,
201002367,Ingredient,麻油,麻油 (Ingredient),麻油,[],调料,,,,,,,,5,ml,False,,,,,
201002368,Ingredient,番茄酱,番茄酱 (Ingredient),番茄酱,[],调料,,,,,,,,15,ml,False,,,,,
201002369,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,ml,False,,,,,
201002370,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,洋葱切片，猪肉，蒜头拍碎，以及混合上述调味料备用,1.0,"切,拍,混合","刀,案板,盆",5分钟
201002371,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,炒锅内倒入1大匙食用油（等待10秒让油温升高），倒入猪肉,2.0,炒,"炒锅,锅铲",10秒
201002372,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,炒至变色后下蒜头炒香盛起备用,3.0,炒,"炒锅,锅铲",2分钟
201002373,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,原锅下洋葱翻炒3~4分钟后加入调味料炒匀,4.0,炒,"炒锅,锅铲",4分钟
201002374,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,下刚盛起备用的猪肉翻炒至猪肉熟后,5.0,炒,"炒锅,锅铲",2分钟
201002375,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,待猪肉熟后再翻炒1、2分钟即可起锅,6.0,炒,"炒锅,锅铲",2分钟
201002376,Recipe,粉蒸肉,粉蒸肉 (Recipe),粉蒸肉,"[{'term': '粉steamed肉', 'language': 'en', 'language_code': 'en-US'}, {'term': '粉清蒸肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,川菜,30,60,3,"自制米粉：大米150g中小火炒至微黄，加干辣椒1g、花椒1g、八角0.5g炒香后打碎过筛,蒸制期间如水量低于锅底高度1cm，应立即补充500ml热水（90°C以上）",dishes/meat_dish/粉蒸肉.md,,,,,,,,
201002377,Ingredient,五花肉,五花肉 (Ingredient),五花肉,[],蛋白质,,,,,,,,250,g,True,,,,,
201002378,Ingredient,蒸肉米粉,蒸肉米粉 (Ingredient),蒸肉米粉,[],淀粉类,,,,,,,,50,g,False,,,,,
201002379,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,7.5,ml,False,,,,,
201002380,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,ml,False,,,,,
201002381,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,7.5,ml,False,,,,,
201002382,Ingredient,郫县豆瓣酱,郫县豆瓣酱 (Ingredient),郫县豆瓣酱,[],调料,,,,,,,,5,g,False,,,,,
201002383,Ingredient,姜末,姜末 (Ingredient),姜末,[],调料,,,,,,,,5,g,False,,,,,
201002384,Ingredient,蒜末,蒜末 (Ingredient),蒜末,[],调料,,,,,,,,5,g,False,,,,,
201002385,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,2.5,g,False,,,,,
201002386,Ingredient,土豆,土豆 (Ingredient),土豆,"[{'term': '马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '地蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,150,g,False,,,,,
201002387,Ingredient,南瓜,南瓜 (Ingredient),南瓜,[],蔬菜,,,,,,,,150,g,False,,,,,
201002388,Ingredient,清水,清水 (Ingredient),清水,[],其他,,,,,,,,1000,ml,False,,,,,
201002389,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将五花肉洗净，切成长约 5cm、宽约 3cm、厚度约 0.5cm 的肉片,1.0,切,"刀,案板",
201002390,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将姜、蒜切成颗粒直径不大于 1mm 的细末,2.0,切,"刀,案板",
201002391,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,取一大碗，放入切好的五花肉、15ml 生抽、10ml 老抽、15ml 料酒、10g 郫县豆瓣酱、10g 姜末、10g 蒜末、5g 白砂糖,3.0,混合,"碗,量勺",
201002392,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,用筷子搅拌均匀后，盖上保鲜膜，室温(20°C - 25°C)静置腌制 30 分钟,4.0,腌制,"筷子,保鲜膜,碗",30分钟
201002393,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,腌制完成后，加入 100g 蒸肉米粉，继续翻拌 2 分钟，确保每片肉都均匀裹粉,5.0,混合,"筷子,碗",2分钟
